question,triage
Emergency? sudden severe chest pain and shortness of breath started after a cycling accident in a 71 year old .,urgent
"I'm 21, he, feeling intense abdominal pain after eating questionable food while at work. Is this urgent?",urgent
In what cases should someone with mental confusion and agitation in elderly after fainting at home (age 71) seek emergency care?,urgent
"Rushed my stepfather (68, girl) to hospital because of vomiting blood and feeling faint. Was this the right thing?",urgent
Observing choking and cannot breathe in 88 year old boy in the middle of the night. Should we go to ER?,urgent
"68 years old, he with intense abdominal pain after eating questionable food after a cycling accident. Really scared, advice please!",urgent
"My sister, aged 19, suddenly got mental confusion and agitation in elderly since this morning. Is this life-threatening?",urgent
"ER or wait? severe abdominal pain with vomiting since this morning, age 40.",urgent
Observing severe sudden back pain and weakness in legs in 28 year old her following heavy exertion. Should we go to ER?,urgent
"My roommate, aged 21, suddenly got loss of consciousness after a head injury while exercising. Is this life-threatening?",urgent
"Do I need to worry about uncontrolled bleeding after dental procedure? I'm 25, girl, it started after an episode of choking.",urgent
My mother (70 years old) just developed blood in stool with strong abdominal pain during a meal. Should we call an ambulance?,urgent
Can you help? I'm a 58 year old and I just had breathing difficulty and wheezing after bee sting after a car accident.,urgent
"Do I need to worry about vomiting blood and feeling faint? I'm 57, woman, it started since this morning.",urgent
Can you help? I'm a 15 year old and I just had difficulty speaking and weakness on one side of the body after a dental procedure.,urgent
"I suddenly have vomiting and severe diarrhea in a small child and I am 19 years old . I'm really scared, what do I do?",urgent
"I live with a 1 year old girl, now they are experiencing intense abdominal pain after eating questionable food after returning from traveling abroad. Do I need to act fast?",urgent
Emergency? very rapid irregular heartbeat and dizziness started after returning from traveling abroad in a 86 year old .,urgent
"74 years old, man with excruciating testicular pain and swelling after returning from traveling abroad. Really scared, advice please!",urgent
"I live with a 13 year old girl, now they are experiencing acute eye pain and sudden vision blurring while at work. Do I need to act fast?",urgent
"I live with a 55 year old girl, now they are experiencing loss of consciousness after a head injury with very high fever. Do I need to act fast?",urgent
In what cases should someone with uncontrolled bleeding after dental procedure with sweating and nausea (age 11) seek emergency care?,urgent
"I suddenly have new epileptic seizures for the first time and I am 72 years old man. I'm really scared, what do I do?",urgent
"I'm 3, , feeling seizures with high fever after eating unknown food. Is this urgent?",urgent
How urgent is severe persistent headache and stiff neck after a car accident for someone aged 36?,urgent
"What should I do right now about vomiting blood and feeling faint just after taking my medication? Age 50, man.",urgent
"Is seizures with high fever just after taking my medication dangerous? Happened to my daughter, 80 years old.",urgent
"What should I do right now about vomiting and severe diarrhea in a small child after being stung by an insect? Age 41, him.",urgent
"What should I do right now about severe persistent headache and stiff neck after a fever for three days? Age 65, .",urgent
"Is new epileptic seizures for the first time during the night dangerous? Happened to my baby sister, 69 years old.",urgent
"high fever and purple skin spots after an episode of choking, happened to a 48 year old. Is this time critical?",urgent
In what cases should someone with breathing difficulty and wheezing after bee sting after a dental procedure (age 10) seek emergency care?,urgent
My wife (30 years old) just developed not able to pass urine and distended abdomen after a cycling accident. Should we call an ambulance?,urgent
I have unable to speak and face drooping on one side since after returning from traveling abroad. I am 47 years old. Emergency?,urgent
Observing severe sudden back pain and weakness in legs in 14 year old man following a fall down the stairs. Should we go to ER?,urgent
Emergency? breathing difficulty and wheezing after bee sting started just after taking my medication in a 17 year old she.,urgent
"Rushed my stepson (6, boy) to hospital because of swallowing household product (poison ingestion). Was this the right thing?",urgent
"My niece, aged 13, suddenly got major burns with skin peeling off as soon as I started running. Is this life-threatening?",urgent
Can you help? I'm a 89 year old him and I just had seizures with high fever with sweating and nausea.,urgent
"33 years old, woman with new epileptic seizures for the first time after a cycling accident. Really scared, advice please!",urgent
"84 years old, girl with severe sudden back pain and weakness in legs with very high fever. Really scared, advice please!",urgent
Emergency? loss of consciousness after a head injury started after a heated argument in a 74 year old .,urgent
"Is sudden severe chest pain and shortness of breath with mental confusion dangerous? Happened to my my patient, 10 years old.",urgent
"Worried! new epileptic seizures for the first time started in my my boss, aged 87, after a fever for three days.",urgent
"Is severe sudden back pain and weakness in legs during the night dangerous? Happened to my my student, 16 years old.",urgent
"severe persistent headache and stiff neck after eating unknown food, happened to a 72 year old. Is this time critical?",urgent
